Criteria ID,Name,Canonical Name,Parent ID,Country Code,Target Type,Status
9040214,Kannur,"Kannur,Kerala,India",20461.0,IN,City,Active
9040215,Thrissur,"Thrissur,Kerala,India",20461.0,IN,City,Active
9040216,Palakkad,"Palakkad,Kerala,India",20461.0,IN,City,Active
9040217,Tiruchirappalli,"Tiruchirappalli,Tamil Nadu,India",20469.0,IN,City,Active
9040218,Salem,"Salem,Tamil Nadu,India",20469.0,IN,City,Active
9040219,Chittoor,"Chittoor,Andhra Pradesh,India",20453.0,IN,City,Active
9040220,Hosur,"Hosur,Tamil Nadu,India",20469.0,IN,City,Active
9040221,Anantapur,"Anantapur,Andhra Pradesh,India",20453.0,IN,City,Active
9040222,Kurnool,"Kurnool,Andhra Pradesh,India",20453.0,IN,City,Active
9040223,Ballari,"Ballari,Karnataka,India",20460.0,IN,City,Active
9040224,Hubballi,"Hubballi,Karnataka,India",20460.0,IN,City,Active
9040226,Madgaon,"Madgaon,Goa,India",21268.0,IN,City,Active
9040227,Panaji,"Panaji,Goa,India",21268.0,IN,City,Active
9040228,Vasco Da Gama,"Vasco Da Gama,Goa,India",21268.0,IN,City,Active
9040229,Pimpri-Chinchwad,"Pimpri-Chinchwad,Maharashtra,India",20462.0,IN,City,Active
9040230,Vijayapura,"Vijayapura,Karnataka,India",20460.0,IN,City,Active
9040231,Secunderabad,"Secunderabad,Telangana,India",9061642.0,IN,City,Active
9040232,Karimnagar,"Karimnagar,Telangana,India",9061642.0,IN,City,Active
9040233,Latur,"Latur,Maharashtra,India",20462.0,IN,City,Active
9040234,Jalgaon,"Jalgaon,Nashik Division,Maharashtra,India",20462.0,IN,City,Active
9040235,Nashik,"Nashik,Maharashtra,India",20462.0,IN,City,Active
9040236,Dhule,"Dhule,Maharashtra,India",20462.0,IN,City,Active
9040237,Vapi,"Vapi,Gujarat,India",20457.0,IN,City,Active
9040238,Ambernath,"Ambernath,Maharashtra,India",20462.0,IN,City,Active
9040239,Ulhasnagar,"Ulhasnagar,Maharashtra,India",20462.0,IN,City,Active
9040240,Dombivli,"Dombivli,Maharashtra,India",20462.0,IN,City,Active
9040241,Kalyan,"Kalyan,Maharashtra,India",20462.0,IN,City,Active
9040242,Virar,"Virar,Maharashtra,India",20462.0,IN,City,Active
9040243,Vasai-Virar,"Vasai-Virar,Maharashtra,India",20462.0,IN,City,Active
9040244,Mira Bhayandar,"Mira Bhayandar,Maharashtra,India",20462.0,IN,City,Active
9040245,Thane,"Thane,Maharashtra,India",20462.0,IN,City,Active
9040246,Navi Mumbai,"Navi Mumbai,Maharashtra,India",20462.0,IN,City,Active
9050477,Ambala Cantt,"Ambala Cantt,Haryana,India",20458.0,IN,City,Active
9050478,Angul,"Angul,Odisha,India",20465.0,IN,City,Active
9050479,Ankleshwar,"Ankleshwar,Gujarat,India",20457.0,IN,City,Active
9050480,Baddi,"Baddi,Himachal Pradesh,India",21335.0,IN,City,Active
9050481,Badlapur,"Badlapur,Maharashtra,India",20462.0,IN,City,Active
9050482,Barnala,"Barnala,Punjab,India",20466.0,IN,City,Active
9050483,Bathinda,"Bathinda,Punjab,India",20466.0,IN,City,Active
9050484,Bhimavaram,"Bhimavaram,Andhra Pradesh,India",20453.0,IN,City,Active
9050485,Bhiwandi,"Bhiwandi,Maharashtra,India",20462.0,IN,City,Active
9050486,Bhuj,"Bhuj,Gujarat,India",20457.0,IN,City,Active
9050487,Bikaner,"Bikaner,Rajasthan,India",20468.0,IN,City,Active
9050488,Boisar,"Boisar,Maharashtra,India",20462.0,IN,City,Active
9050489,Chengannur,"Chengannur,Kerala,India",20461.0,IN,City,Active
9050490,Dharamshala,"Dharamshala,Himachal Pradesh,India",21335.0,IN,City,Active
9050491,Dibrugarh,"Dibrugarh,Assam,India",20454.0,IN,City,Active
9050492,Dindigul,"Dindigul,Tamil Nadu,India",20469.0,IN,City,Active
9050493,Malda,"Malda,West Bengal,India",20472.0,IN,City,Active
9050494,Firozpur,"Firozpur,Punjab,India",20466.0,IN,City,Active
9050495,Gandhidham,"Gandhidham,Gujarat,India",20457.0,IN,City,Active
9050496,Girinagar,"Girinagar,Maharashtra,India",20462.0,IN,City,Active
9050497,Greater Noida,"Greater Noida,Uttar Pradesh,India",20471.0,IN,City,Active
9050498,Kalaburagi,"Kalaburagi,Karnataka,India",20460.0,IN,City,Active
9050499,Hisar,"Hisar,Haryana,India",20458.0,IN,City,Active
9050500,Hoshiarpur,"Hoshiarpur,Punjab,India",20466.0,IN,City,Active
9050501,Hosapete,"Hosapete,Karnataka,India",20460.0,IN,City,Active
9050502,Howrah,"Howrah,West Bengal,India",20472.0,IN,City,Active
9050503,Jharsuguda,"Jharsuguda,Odisha,India",20465.0,IN,City,Active
9050504,Kakkanad,"Kakkanad,Kerala,India",20461.0,IN,City,Active
9050505,Karaikudi,"Karaikudi,Tamil Nadu,India",20469.0,IN,City,Active
9050506,Karur,"Karur,Tamil Nadu,India",20469.0,IN,City,Active
9050507,Khammam,"Khammam,Telangana,India",9061642.0,IN,City,Active
9050508,Korba,"Korba,Chhattisgarh,India",21334.0,IN,City,Active
9050509,Kurukshetra,"Kurukshetra,Haryana,India",20458.0,IN,City,Active
9050510,Mehsana,"Mehsana,Gujarat,India",20457.0,IN,City,Active
9050511,Sahibzada Ajit Singh Nagar,"Sahibzada Ajit Singh Nagar,Punjab,India",20466.0,IN,City,Active
9050512,Mullana,"Mullana,Haryana,India",20458.0,IN,City,Active
9050513,Nagercoil,"Nagercoil,Tamil Nadu,India",20469.0,IN,City,Active
9050514,Namakkal,"Namakkal,Tamil Nadu,India",20469.0,IN,City,Active
9050515,Navsari,"Navsari,Gujarat,India",20457.0,IN,City,Active
9050516,Nizamabad,"Nizamabad,Telangana,India",9061642.0,IN,City,Active
9050517,Ongole,"Ongole,Andhra Pradesh,India",20453.0,IN,City,Active
9050518,Pathanamthitta,"Pathanamthitta,Kerala,India",20461.0,IN,City,Active
9050519,Purnia,"Purnia,Bihar,India",20455.0,IN,City,Active
9050520,Raigarh,"Raigarh,Chhattisgarh,India",21334.0,IN,City,Active
9050521,Raysan,"Raysan,Gujarat,India",20457.0,IN,City,Active
9050522,Rishikesh,"Rishikesh,Uttarakhand,India",21341.0,IN,City,Active
9050523,Rohtak,"Rohtak,Haryana,India",20458.0,IN,City,Active
9050524,Rudrapur,"Rudrapur,Uttarakhand,India",21341.0,IN,City,Active
9050526,Satara,"Satara,Maharashtra,India",20462.0,IN,City,Active
9050527,Tiruppur,"Tiruppur,Tamil Nadu,India",20469.0,IN,City,Active
9050528,Thoothukudi,"Thoothukudi,Tamil Nadu,India",20469.0,IN,City,Active
9050529,Udupi,"Udupi,Karnataka,India",20460.0,IN,City,Active
9050530,Unnao,"Unnao,Uttar Pradesh,India",20471.0,IN,City,Active
9050531,Yamuna Nagar,"Yamuna Nagar,Haryana,India",20458.0,IN,City,Active
9061642,Telangana,"Telangana,India",2356.0,IN,State,Active
9061643,110074,"110074,Delhi,India",20456.0,IN,Postal Code,Active
9061644,110062,"110062,Delhi,India",20456.0,IN,Postal Code,Active
9061645,110017,"110017,Delhi,India",20456.0,IN,Postal Code,Active
9061646,110049,"110049,Delhi,India",20456.0,IN,Postal Code,Active
9061647,110029,"110029,Delhi,India",20456.0,IN,Postal Code,Active
9061648,110011,"110011,Delhi,India",20456.0,IN,Postal Code,Active
9061649,110001,"110001,Delhi,India",20456.0,IN,Postal Code,Active
9061650,110003,"110003,Delhi,India",20456.0,IN,Postal Code,Active
9061651,110014,"110014,Delhi,India",20456.0,IN,Postal Code,Active
9061652,110013,"110013,Delhi,India",20456.0,IN,Postal Code,Active
9061653,110002,"110002,Delhi,India",20456.0,IN,Postal Code,Active
9061654,110025,"110025,Delhi,India",20456.0,IN,Postal Code,Active
9061655,110065,"110065,Delhi,India",20456.0,IN,Postal Code,Active
9061656,110024,"110024,Delhi,India",20456.0,IN,Postal Code,Active
9061657,110048,"110048,Delhi,India",20456.0,IN,Postal Code,Active
9061658,110019,"110019,Delhi,India",20456.0,IN,Postal Code,Active
9061659,110091,"110091,Delhi,India",20456.0,IN,Postal Code,Active
9061660,110096,"110096,Delhi,India",20456.0,IN,Postal Code,Active
9061661,110020,"110020,Delhi,India",20456.0,IN,Postal Code,Active
9061662,110092,"110092,Delhi,India",20456.0,IN,Postal Code,Active
9061663,110051,"110051,Delhi,India",20456.0,IN,Postal Code,Active
9061664,110032,"110032,Delhi,India",20456.0,IN,Postal Code,Active
9061665,110095,"110095,Delhi,India",20456.0,IN,Postal Code,Active
9061666,110093,"110093,Delhi,India",20456.0,IN,Postal Code,Active
9061667,110094,"110094,Delhi,India",20456.0,IN,Postal Code,Active
9061668,110053,"110053,Delhi,India",20456.0,IN,Postal Code,Active
9061669,110031,"110031,Delhi,India",20456.0,IN,Postal Code,Active
9061670,110006,"110006,Delhi,India",20456.0,IN,Postal Code,Active
9061671,110055,"110055,Delhi,India",20456.0,IN,Postal Code,Active
9061672,110007,"110007,Delhi,India",20456.0,IN,Postal Code,Active
9061673,110054,"110054,Delhi,India",20456.0,IN,Postal Code,Active
9061674,110084,"110084,Delhi,India",20456.0,IN,Postal Code,Active
9061675,110082,"110082,Delhi,India",20456.0,IN,Postal Code,Active
9061676,110089,"110089,Delhi,India",20456.0,IN,Postal Code,Active
9061677,110042,"110042,Delhi,India",20456.0,IN,Postal Code,Active
9061678,110088,"110088,Delhi,India",20456.0,IN,Postal Code,Active
9061679,110033,"110033,Delhi,India",20456.0,IN,Postal Code,Active
9061680,110009,"110009,Delhi,India",20456.0,IN,Postal Code,Active
9061681,110052,"110052,Delhi,India",20456.0,IN,Postal Code,Active
9061682,110005,"110005,Delhi,India",20456.0,IN,Postal Code,Active
9061683,110060,"110060,Delhi,India",20456.0,IN,Postal Code,Active
9061684,110012,"110012,Delhi,India",20456.0,IN,Postal Code,Active
9061685,110008,"110008,Delhi,India",20456.0,IN,Postal Code,Active
9061686,110015,"110015,Delhi,India",20456.0,IN,Postal Code,Active
9061687,110028,"110028,Delhi,India",20456.0,IN,Postal Code,Active
9061688,110064,"110064,Delhi,India",20456.0,IN,Postal Code,Active
9061689,110027,"110027,Delhi,India",20456.0,IN,Postal Code,Active
9061690,110026,"110026,Delhi,India",20456.0,IN,Postal Code,Active
9061691,110035,"110035,Delhi,India",20456.0,IN,Postal Code,Active
9061692,110034,"110034,Delhi,India",20456.0,IN,Postal Code,Active
9061693,110056,"110056,Delhi,India",20456.0,IN,Postal Code,Active
9061694,110083,"110083,Delhi,India",20456.0,IN,Postal Code,Active
9061695,110087,"110087,Delhi,India",20456.0,IN,Postal Code,Active
9061696,110063,"110063,Delhi,India",20456.0,IN,Postal Code,Active
9061697,110018,"110018,Delhi,India",20456.0,IN,Postal Code,Active
9061698,110058,"110058,Delhi,India",20456.0,IN,Postal Code,Active
9061699,110059,"110059,Delhi,India",20456.0,IN,Postal Code,Active
9061700,110041,"110041,Delhi,India",20456.0,IN,Postal Code,Active
9061701,110086,"110086,Delhi,India",20456.0,IN,Postal Code,Active
9061702,110085,"110085,Delhi,India",20456.0,IN,Postal Code,Active
9061703,110081,"110081,Delhi,India",20456.0,IN,Postal Code,Active
9061704,110043,"110043,Delhi,India",20456.0,IN,Postal Code,Active
9061705,110071,"110071,Delhi,India",20456.0,IN,Postal Code,Active
9061706,110072,"110072,Delhi,India",20456.0,IN,Postal Code,Active
9061707,110061,"110061,Delhi,India",20456.0,IN,Postal Code,Active
9061708,110078,"110078,Delhi,India",20456.0,IN,Postal Code,Active
9061709,110075,"110075,Delhi,India",20456.0,IN,Postal Code,Active
9061710,110077,"110077,Delhi,India",20456.0,IN,Postal Code,Active
9061711,110046,"110046,Delhi,India",20456.0,IN,Postal Code,Active
9061712,110045,"110045,Delhi,India",20456.0,IN,Postal Code,Active
9061713,110037,"110037,Delhi,India",20456.0,IN,Postal Code,Active
9061714,110076,"110076,Delhi,India",20456.0,IN,Postal Code,Active
9061715,110010,"110010,Delhi,India",20456.0,IN,Postal Code,Active
9061716,110021,"110021,Delhi,India",20456.0,IN,Postal Code,Active
9061717,110023,"110023,Delhi,India",20456.0,IN,Postal Code,Active
9061718,110022,"110022,Delhi,India",20456.0,IN,Postal Code,Active
9061719,110057,"110057,Delhi,India",20456.0,IN,Postal Code,Active
9061720,110067,"110067,Delhi,India",20456.0,IN,Postal Code,Active
9061721,110016,"110016,Delhi,India",20456.0,IN,Postal Code,Active
9061722,110030,"110030,Delhi,India",20456.0,IN,Postal Code,Active
9061723,110070,"110070,Delhi,India",20456.0,IN,Postal Code,Active
9061724,110038,"110038,Delhi,India",20456.0,IN,Postal Code,Active
9061725,110047,"110047,Delhi,India",20456.0,IN,Postal Code,Active
9061726,110039,"110039,Delhi,India",20456.0,IN,Postal Code,Active
9061727,110040,"110040,Delhi,India",20456.0,IN,Postal Code,Active
9061728,110036,"110036,Delhi,India",20456.0,IN,Postal Code,Active
9061729,382340,"382340,Gujarat,India",20457.0,IN,Postal Code,Active
9061730,382475,"382475,Gujarat,India",20457.0,IN,Postal Code,Active
9061731,382470,"382470,Gujarat,India",20457.0,IN,Postal Code,Active
9061732,382481,"382481,Gujarat,India",20457.0,IN,Postal Code,Active
9061733,380061,"380061,Gujarat,India",20457.0,IN,Postal Code,Active
9061734,382480,"382480,Gujarat,India",20457.0,IN,Postal Code,Active
9061735,380019,"380019,Gujarat,India",20457.0,IN,Postal Code,Active
9061736,382424,"382424,Gujarat,India",20457.0,IN,Postal Code,Active
9061737,380005,"380005,Gujarat,India",20457.0,IN,Postal Code,Active
9061738,380016,"380016,Gujarat,India",20457.0,IN,Postal Code,Active
9061739,380018,"380018,Gujarat,India",20457.0,IN,Postal Code,Active
9061740,380002,"380002,Gujarat,India",20457.0,IN,Postal Code,Active
9061741,380001,"380001,Gujarat,India",20457.0,IN,Postal Code,Active
9061742,380004,"380004,Gujarat,India",20457.0,IN,Postal Code,Active
9061743,380027,"380027,Gujarat,India",20457.0,IN,Postal Code,Active
9061744,380013,"380013,Gujarat,India",20457.0,IN,Postal Code,Active
9061745,380014,"380014,Gujarat,India",20457.0,IN,Postal Code,Active
9061746,380052,"380052,Gujarat,India",20457.0,IN,Postal Code,Active
9061747,380059,"380059,Gujarat,India",20457.0,IN,Postal Code,Active
9061748,380015,"380015,Gujarat,India",20457.0,IN,Postal Code,Active
9061749,380009,"380009,Gujarat,India",20457.0,IN,Postal Code,Active
9061750,380006,"380006,Gujarat,India",20457.0,IN,Postal Code,Active
9061751,380022,"380022,Gujarat,India",20457.0,IN,Postal Code,Active
9061752,380007,"380007,Gujarat,India",20457.0,IN,Postal Code,Active
9061753,380055,"380055,Gujarat,India",20457.0,IN,Postal Code,Active
9061754,380028,"380028,Gujarat,India",20457.0,IN,Postal Code,Active
9061755,382443,"382443,Gujarat,India",20457.0,IN,Postal Code,Active
9061756,380008,"380008,Gujarat,India",20457.0,IN,Postal Code,Active
9061757,380026,"380026,Gujarat,India",20457.0,IN,Postal Code,Active
9061758,380021,"380021,Gujarat,India",20457.0,IN,Postal Code,Active
9061759,380023,"380023,Gujarat,India",20457.0,IN,Postal Code,Active
9061760,380024,"380024,Gujarat,India",20457.0,IN,Postal Code,Active
